wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M0879 1 72.9 66.2 68.7 3817 3817 1 1 2 0 flag(scrs) - - - 
M0357 7 76 77.7 90.5 1226 3996.3 1 1 3 0 - - - - 
M1216 4 66.4 65.8 92.1 222.5 1033.9 3.5 4 2 0 flag(scrs) flag(time) - - 
M0464 2 40 44.3 39.4 605 886 1 1 3 0 - - - - 
M0600 1 0 0.5 0 526 526 1 1 49 0 - - flag(seq) - 
M0473 1 86.2 85.9 83.4 2449 2449 1 1 2 0 flag(scrs) - - - 
M0707 1 77.2 89 98.9 627 627 1 1 8 0 - - - - 
M1328 2 65.7 71 94 2158 4345 1 1 4 0 - - - - 
M0247 1 56.6 69 99.4 1683 1683 1 1 0 0 - - - - 
M0100 1 76.8 84.6 85.3 1482 1482 1 1 2 0 - - - - 
M0255 1 46.7 47.3 89.8 1938 1938 1 1 2 0 - - - - 
M0358 1 91.2 89.4 88.4 1858 1858 1 1 0 0 flag(scrs) - - - 
M0932 1 25 70.1 98.3 3383 3383 1 1 3 0 - - - - 
M0680 2 77.8 74 71.7 415 1293 1 1 4 0 flag(scrs) - - - 
M1203 9 74.2 78.6 96.1 475.5 2286.8 1.8 2 3 0 - - - - 
M0598 1 57.2 62.3 65.7 615 615 1 1 0 0 - - - - 
M0502 5 20.6 31.7 94.3 639 1087.6 1 1 2 0 - - - - 
M0826 2 61.3 61.8 99.7 641 1304.5 1 1 2 0 - - - - 
M0945 1 77 75.4 99 1659 1659 1 1 2 0 flag(scrs) - - - 
M0671 11 65.2 66.7 96.9 417.5 1944.2 2.5 4 3 0 - - - - 
M0037 2 53.5 58 93.8 1317.5 1405.2 2 2 4 0 - - - - 
M0241 1 58.6 74.8 99.8 1402 1402 1 1 3 0 - - - - 
M0735 2 74.1 69.8 72.9 1425 1894.5 1 1 3 0 flag(scrs) - - - 
M0617 2 23.2 60.3 100 1854 2874.5 1 1 4 0 - - - - 
M1214 2 78.8 81.7 100 2346 2723.5 1 1 2 0 - - - - 
M1295 14 59.6 77.1 94 194.5 1192.8 4.6 8 2 0 - flag(time) - - 
M0963 1 64.4 58.3 62.3 998 998 1 1 2 0 flag(scrs) - - - 
M0519 1 42.6 46.6 43.5 746 746 1 1 0 0 - - - - 
M1118 1 40.6 67.4 99.2 820 820 1 1 3 0 - - - - 
M1387 27 84.9 88.7 99.3 191.6 1356.7 4.4 8 6 0 - flag(time) - - 
M1302 18 87.9 90.9 95.7 236.8 747.6 8.1 10 4 0 - flag(time) - - 
M0236 3 74.3 72.3 74 692.7 2090.3 2.7 3 2 0 flag(scrs) - - - 
M0797 15 74.3 75.9 89.3 230.2 1089.5 5.1 8 3 0 - flag(time) - - 
M1146 1 68.1 64.7 78.7 1947 1947 1 1 3 0 flag(scrs) - - - 
M0177 2 63.5 63.8 66.1 456 1281.5 1 1 89 0 - - flag(seq) - 
M0780 3 28.3 35.1 77.4 623 1281.8 1.7 2 2 0 - - - - 
M0472 1 56.1 68.9 85.2 1880 1880 1 1 2 0 - - - - 
M0005 3 69.2 76.4 80.2 375 1717.2 1.7 2 4 0 - - - - 
M0529 1 83 92 96.7 638 638 1 1 6 0 - - - - 
M1048 1 11.5 82.3 99.9 2131 2131 1 1 5 0 - - - - 
M1141 1 59.9 54.6 54.3 6263 6263 1 1 0 0 flag(scrs) - - - 
M1148 2 81.9 81.5 84.2 169.5 220 2 2 5 0 flag(scrs) flag(time) - - 
M0886 2 75.3 74.2 69.6 295 1254 1 1 2 0 flag(scrs) flag(time) - - 
M1152 2 42.5 40.1 44.8 703 802 1 1 3 0 flag(scrs) - - - 
M0217 1 52.3 50.9 45.2 389 389 1 1 0 0 flag(scrs) - - - 
M0683 1 57.5 61.5 79.3 2434 2434 1 1 3 0 - - - - 
M0816 3 65 76.3 98.5 1320 3555 1 1 3 0 - - - - 
M1022 21 91.5 91 90.8 210.4 381.5 15 20 6 0 flag(scrs) flag(time) - - 
M1096 1 68.9 78 81.6 890 890 1 1 2 0 - - - - 
M0668 1 78.6 73.6 69.6 710 710 1 1 2 0 flag(scrs) - - - 
M1060 4 71.4 72.1 74.6 87.2 233.8 3.5 4 3 0 - flag(time) - - 
M0162 4 50.1 55.2 62.3 843.5 1671.4 1.5 2 2 0 - - - - 
M0518 2 52.4 51.6 77.7 728 2205 1.5 2 3 0 flag(scrs) - - - 
M0521 1 63.1 75 92.2 2352 2352 1 1 3 0 - - - - 
M0901 1 70.5 70.9 78 1271 1271 1 1 2 0 - - - - 
M1337 1 80.1 81.6 81.1 1150 1150 1 1 6 0 - - - - 
M0537 2 49 57.5 90.6 913 1209.5 1 1 3 0 - - - - 
M0951 3 55.1 62.6 83.2 660 2761.7 1 1 2 0 - - - - 
M0211 5 69.5 68.1 72 418.8 604.1 4.2 5 2 0 flag(scrs) - - - 
M0462 1 78.6 78.3 83.3 1144 1144 1 1 2 0 flag(scrs) - - - 
M0347 1 57.6 34.5 61.5 517 517 1 1 21 0 flag(scrs) - flag(seq) - 
M0796 1 78.2 80.8 82.8 2738 2738 1 1 2 0 - - - - 
M0864 2 13.8 76 100 2073 2576 1 1 6 0 - - - - 
M1245 1 90.2 87.4 93.9 4702 4702 1 1 2 0 flag(scrs) - - - 
M0036 1 93.8 87 93.2 534 534 1 1 7 0 flag(scrs) - - - 
M0950 5 43.7 55 87.5 1761 2673.8 1 1 2 0 - - - - 
M0917 1 48.7 55.7 52.1 502 502 1 1 2 0 - - - - 
M1410 2 87.3 86.5 85.8 201.5 534 2 2 3 0 flag(scrs) flag(time) - - 
M0420 2 49.9 65.2 68.8 1207 2399 1 1 2 0 - - - - 
M0608 2 53.8 61.5 59.8 1017 1111 1 1 4 0 - - - - 
M0991 6 14.6 54.3 99.9 204.2 929.8 3.7 5 4 0 - flag(time) - - 
M0013 14 43.6 53 93.7 232.5 1425.2 2.9 4 3 0 - flag(time) - - 
M0153 14 65.6 66.7 96.1 230.8 1413.6 3.9 6 3 0 - flag(time) - - 
